county,department,expenditures_ytd,fiscal_year,bin
Montgomery,Health and Human Services,138262872.639998,2020,Social Services
Montgomery,Housing and Community Affairs,55912610.3100001,2020,Community Development
Montgomery,Human Resources,265974590.689999,2020,Social Services
Montgomery,Human Rights,115614.95,2020,Social Services
Montgomery,Inspector General,101749.8,2020,Governing
Montgomery,Intergovernmental Relations,154750.269999999,2020,Governing
Montgomery,Legislative Oversight,24130.6299999999,2020,Governing
Montgomery,Liquor Control,196921967.92,2020,Governing
Montgomery,Management and Budget,161399.61,2020,Finances
Montgomery,Maryland National Capital Park And Planning Commission,1391700.0,2020,Community Development
Montgomery,Merit System Protection Board,6481.13,2020,Governing
Montgomery,Montgomery College,145464392.0,2020,Education
Montgomery,Non-Departmental Accounts,199822591.159996,2020,Other
Montgomery,Office of Agriculture,382784.53,2020,Community Development
Montgomery,Office of Procurement,373074.789999999,2020,Finances
Montgomery,Permitting Services,5465224.36,2020,Community Development
Montgomery,Police,25047647.9100002,2020,Public Safety
Montgomery,Public Information,153592.749999999,2020,Social Services
Montgomery,Public Libraries,8605150.19000001,2020,Education
Montgomery,Recreation,13986360.8600001,2020,Community Development
Montgomery,Restricted Donations,621394.229999999,2020,Finances
Montgomery,Sheriff,2166787.34999999,2020,Public Safety
Montgomery,State's Attorney,850896.669999999,2020,Governing
Montgomery,Technology Services,46937390.7400012,2020,Social Services
Montgomery,Transportation,294603147.449999,2020,Community Development
Montgomery,Zoning and Administrative Hearings,60844.6,2020,Community Development
Montgomery,Alcohol Beverage Services,7671243.41999999,2021,Social Services
Montgomery,Board of Appeals,4073.98,2021,Governing
Montgomery,Board of Elections,2207982.33999999,2021,Governing
Montgomery,CIP,2935344.51999999,2021,Other
Montgomery,Circuit Court,693602.689999998,2021,Governing
Montgomery,Community Engagement Cluster,3270754.67,2021,Community Development
Montgomery,Community Use of Public Facilities,778409.58,2021,Community Development
Montgomery,Consumer Protection,8577.81,2021,Social Services
Montgomery,Correction and Rehabilitation,2815945.15,2021,Social Services
Montgomery,County Attorney,313977.709999999,2021,Governing
Montgomery,County Council,205289.449999999,2021,Governing
Montgomery,County Executive,617736.469999999,2021,Governing
Montgomery,Countywide Generic,931413332.67,2021,Other
Montgomery,Debt Service,670208766.12,2021,Finances
Montgomery,Emergency Management and Homeland Security,2283033.93999999,2021,Public Safety
Montgomery,Environmental Protection,55524432.0199999,2021,Community Development
Montgomery,Ethics Commission,24570.0,2021,Social Services
Montgomery,Finance,48873293.62,2021,Finances
Montgomery,Fire and Rescue Service,11826250.4499999,2021,Public Safety
Montgomery,General Services,93150223.6699999,2021,Other
Montgomery,Health and Human Services,79569530.4399997,2021,Social Services
Montgomery,Housing and Community Affairs,30867196.49,2021,Community Development
Montgomery,Human Resources,134671773.02,2021,Social Services
Montgomery,Human Rights,19988.2,2021,Social Services
Montgomery,Inspector General,13908.1999999999,2021,Governing
Montgomery,Intergovernmental Relations,69166.37,2021,Governing
Montgomery,Legislative Oversight,10772.0699999999,2021,Governing
Montgomery,Liquor Control,107742395.079999,2021,Governing
Montgomery,Management and Budget,77090.8199999999,2021,Finances
Montgomery,Maryland National Capital Park And Planning Commission,300000.0,2021,Community Development
Montgomery,Merit System Protection Board,3608.01,2021,Governing
Montgomery,Montgomery College,72712743.5,2021,Education
Montgomery,Non-Departmental Accounts,158983058.839999,2021,Other
Montgomery,Office of Agriculture,61906.31,2021,Community Development
Montgomery,Office of Animal Services,321992.3,2021,Other
Montgomery,Office of Labor Relations,69599.15,2021,Finances
Montgomery,Office of Procurement,128732.62,2021,Finances
Montgomery,Permitting Services,2369007.64,2021,Community Development
Montgomery,Police,11985404.8399999,2021,Public Safety
Montgomery,Public Information,119362.879999999,2021,Social Services
Montgomery,Public Libraries,4180498.31,2021,Education
Montgomery,Racial Equity and Social Justice,12653.36,2021,Social Services
Montgomery,Recreation,2873815.25999999,2021,Community Development
Montgomery,Restricted Donations,56846.9999999999,2021,Finances
Montgomery,Sheriff,1133593.37999999,2021,Public Safety
Montgomery,State's Attorney,208185.27,2021,Governing
Montgomery,Technology Services,26809035.7199999,2021,Social Services
Montgomery,Transportation,87200792.3899998,2021,Community Development
Montgomery,Zoning and Administrative Hearings,33118.56,2021,Community Development
Prince William,Board Of County Supervisors,3640802,2014,Governing
Prince William,Office Of Executive Management (A),3245761,2014,Governing
Prince William,Audit Services (A),789430,2014,Finance
Prince William,County Attorney,3425755,2014,Governing
Prince William,Board Of Equalization,54254,2014,Governing
Prince William,Contingency Reserve,750000,2014,Finance
Prince William,Finance,16956751,2014,Finance
Prince William,Management & Budget (A),1340238,2014,Finance
Prince William,Human Resources (A),3074623,2014,Social Services
Prince William,Human Rights Office,557428,2014,Social Services
Prince William,Information Technology,0,2014,Social Services
Prince William,General Registrar,2110111,2014,Governing
Prince William,Property & Misc. Insurance,955375,2014,Finance
Prince William,Unemployment Insurance Reserve,75000,2014,Finance
Prince William,Clerk Of The Court,3836392,2014,Governing
Prince William,Circuit Court Judges,703435,2014,Governing
Prince William,Commonwealth's Attorney,5150403,2014,Governing
Prince William,Criminal Justice  Services,3243241,2014,Governing
Prince William,Juvenile Court Service Unit,1082334,2014,Governing
Prince William,General District Court,262378,2014,Governing
Prince William,Juvenile & Domestic Relations Court,101184,2014,Governing
Prince William,Law Library,161064,2014,Education
Prince William,Magistrates,221389,2014,Governing
Prince William,Economic Development,2412715,2014,Community Development
Prince William,Planning,4046358,2014,Community Development
Prince William,Tran. To Conven. & Visitors Bureau,1098812,2014,Community Development
Prince William,Transfer To Housing,21082,2014,Community Development
Prince William,Transfer To Special Revenue Fund,3280027,2014,Other
Prince William,Transportation,2646049,2014,Community Development
Prince William,Public Works,30061662,2014,Community Development
Prince William,Fire And Rescue,68425331,2014,Public Safety
Prince William,Public Safety Communications,9474584,2014,Public Safety
Prince William,Sheriff,8900311,2014,Public Safety
Prince William,Transfer To Jail,25249492,2014,Public Safety
Prince William,Police,85665079,2014,Public Safety
Prince William,Community Services,36044123,2014,Community Development
Prince William,Cooperative Extension Service,798061,2014,Social Services
Prince William,Area Agency On Aging,5590428,2014,Social Services
Prince William,At Risk Youth And Family Services,8605506,2014,Social Services
Prince William,Public Health (B),4000292,2014,Social Services
Prince William,Social Services,30656512,2014,Social Services
Prince William,Library,13653943,2014,Education
Prince William,Park Authority Local Contribution (C),0,2014,Community Development
Prince William,Parks and Recreation (C),16551495,2014,Community Development
Prince William,Trans To Construction Funds,7174039,2014,Community Development
Prince William,Trans To Vol. Fire Construction Fund,761944,2014,Community Development
Prince William,Trans To IT Internal Serv Const Fund,14331072,2014,Other
Prince William,Transfer to Enterprise Fund,6880753,2014,Other
Prince William,General Debt,43950067,2014,Finance
Prince William,No. Va. Crim. Just. Training Acad. Debt,453165,2014,Finance
Prince William,UOSA Expansion Debt,0,2014,Finance
Prince William,Unclassified Administrative,9268301,2014,Other
Prince William,Comm. parking lease rev bond debt,0,2014,Finance
Prince William,Adult Detention Center,39458514,2014,Social Services
Prince William,Lake Jackson Service Dist.,152530,2014,Other
Prince William,Bull Run Mountain Serv. Dist.,232500,2014,Other
Prince William,Gypsy Moth/Mosquito Control Dist.,1746512,2014,Other
Prince William,P. W. Parkway Trans Imprv Dst.,2300000,2014,Other
Prince William,234 Bypass Trans Imprv Dst,200000,2014,Other
Prince William,Public Works- Stormwater Mgmt.,7432969,2014,Community Development
Prince William,Public Works- Site Dev. Fee,1931631,2014,Community Development
Prince William,Planning- Site Dev. Fee,1472463,2014,Community Development
Prince William,Transportation- Site Dev Fee,2095349,2014,Community Development
Prince William,Development Services - Dev Fee,12612766,2014,Community Development
Prince William,Housing & Community Dev.,32866144,2014,Community Development
Prince William,Capital Improvement Projects,10485153,2014,Finance
Prince William,Parks and Recreation,14137921,2014,Community Development
Prince William,Public Works; Solid Waste,33174179,2014,Community Development
Prince William,Innovation @ Prince William,35000,2014,Community Development
Prince William,Public Works; Fleet Management,8359115,2014,Community Development
Prince William,DoIT; Data Processing,39833493,2014,Social Services
Prince William,Medical Insurance,55586000,2014,Finance
Prince William,Public Works; Small Proj. Const.,1927860,2014,Community Development
Prince William,Bacon Race,1200000,2014,Public Safety
Prince William,Buckhall,806440,2014,Public Safety
Prince William,Coles,895740,2014,Public Safety
Prince William,Dumfries Triangle Fire,1671144,2014,Public Safety
Prince William,Dumfries Triangle Rescue,805207,2014,Public Safety
Prince William,Evergreen,708091,2014,Public Safety
Prince William,"Gainesville Station #4, #24 (D)",693710,2014,Public Safety
Prince William,Lake Jackson,851595,2014,Public Safety
Prince William,Neabsco,3756026,2014,Public Safety
Prince William,Nokesville,1777727,2014,Public Safety
Prince William,O.W.L. Fire,3229766,2014,Public Safety
Prince William,Stonewall Jackson,886872,2014,Public Safety
Prince William,Wellington,0,2014,Public Safety
Prince William,Yorkshire,701504,2014,Public Safety
Prince William,Antioch Station #24 (D),614609,2014,Public Safety
Prince William,River Oaks Station #23,508360,2014,Public Safety
Prince William,800 MHz / MDT Fund,1512170,2014,Public Safety
Prince William,800 MHz Infrastructure Conrib.,0,2014,Public Safety
Prince William,Capital Fund,5792678,2014,Finance
Prince William,Line of Duty Death Act (LODA),175000,2014,Public Safety
Prince William,FRA Board of Directors Set Aside,0,2014,Public Safety
Prince William,FRA Board of Directors Apparatus Fund,0,2014,Public Safety
Prince William,Fire Levy Support to DFR,5236993,2014,Public Safety
Prince William,Fire Levy Support to Public Works,0,2014,Public Safety
Prince William,Lease Space,135000,2014,Public Safety
Prince William,Network Login Charges,0,2014,Public Safety
Prince William,FRA Membership Initiative,41000,2014,Public Safety
Prince William,NFPA Medical Physical Examinations,800000,2014,Public Safety
Prince William,Volunteer Training,0,2014,Public Safety
Prince William,Operating Fund,887971916,2014,Finance
Prince William,School Debt Service Fund,74899758,2014,Finance
Prince William,Construction Fund,209620417,2014,Community Development
Prince William,Food Service Fund,42866062,2014,Community Development
Prince William,Warehouse,5500000,2014,Community Development
Prince William,Facilities Use Fund,1388658,2014,Community Development
Prince William,Self Insurance Fund,4531035,2014,Finance
Prince William,Health Insurance Fund,79482633,2014,Finance
Prince William,Regional School Fund,40793831,2014,Education
Prince William,Gov School @ Innovation Pk,777000,2014,Education
Prince William,SACC Program Fund,630000,2014,Education
Prince William,Economic Development,2797050,2015,Community Development
Prince William,Economic Development,"$3,830,159",2016,Community Development
Prince William,Economic Development,"$3,458,318",2017,Community Development
Prince William,Economic Development,"$2,694,723",2018,Community Development
Prince William,Economic Development,"$2,918,779",2019,Community Development
Prince William,Library,13945803,2015,Education
Prince William,Library,"$16,610,758",2016,Education
Prince William,Library,"$16,329,666",2017,Education
Prince William,Library,"$17,447,221",2018,Education
Prince William,Library,"$17,758,658",2019,Education
Prince William,Parks & Recreation,28030049,2015,Community Development
Prince William,Parks & Recreation,"$29,059,350",2016,Community Development
Prince William,Parks & Recreation,"$35,270,560",2017,Community Development
Prince William,Parks & Recreation,"$30,048,427",2018,Community Development
Prince William,Parks & Recreation,"$30,945,302",2019,Community Development
Prince William,Planning,3289886,2015,Community Development
Prince William,Planning,"$3,398,062",2016,Community Development
Prince William,Planning,"$3,691,773",2017,Community Development
Prince William,Planning,"$3,684,686",2018,Community Development
Prince William,Planning,"$3,965,819",2019,Community Development
Prince William,Public Works,30737674,2015,Community Development
Prince William,Public Works,"$30,660,012",2016,Community Development
Prince William,Public Works,"$33,950,393",2017,Community Development
Prince William,Public Works,"$33,997,722",2018,Community Development
Prince William,Public Works,"$34,868,319",2019,Community Development
Prince William,Transportation,2444035,2015,Community Development
Prince William,Transportation,"$2,572,136",2016,Community Development
Prince William,Transportation,"$2,363,540",2017,Community Development
Prince William,Transportation,"$2,772,203",2018,Community Development
Prince William,Transportation,"$2,849,513",2019,Community Development
Prince William,Board of County Supervisors,3264225,2015,Governing
Prince William,Board of County Supervisors,"$3,519,609",2016,Governing
Prince William,Board of County Supervisors,"$3,302,633",2017,Governing
Prince William,Board of County Supervisors,"$4,522,407",2018,Governing
Prince William,Board of County Supervisors,"$4,760,166",2019,Governing
Prince William,Audit Services,777017,2015,Governing
Prince William,Audit Services,"$868,322",2016,Governing
Prince William,Audit Services,"$427,298",2017,Governing
Prince William,Audit Services,$0,2018,Governing
Prince William,Audit Services,$0,2019,Governing
Prince William,County Attorney,3454871,2015,Governing
Prince William,County Attorney,"$3,628,370",2016,Governing
Prince William,County Attorney,"$3,543,698",2017,Governing
Prince William,County Attorney,"$3,757,373",2018,Governing
Prince William,County Attorney,"$3,916,028",2019,Governing
Prince William,Elections,2518433,2015,Governing
Prince William,Elections,"$2,170,232",2016,Governing
Prince William,Elections,"$2,913,542",2017,Governing
Prince William,Elections,"$1,718,071",2018,Governing
Prince William,Elections,"$1,855,391",2019,Governing
Prince William,Executive Management,3751986,2015,Governing
Prince William,Executive Management,"$3,839,919",2016,Governing
Prince William,Executive Management,"$3,768,312",2017,Governing
Prince William,Executive Management,"$4,017,217",2018,Governing
Prince William,Executive Management,"$4,308,916",2019,Governing
Prince William,Finance,25162222,2015,Finance
Prince William,Finance,"$24,425,848",2016,Finance
Prince William,Finance,"$35,520,744",2017,Finance
Prince William,Finance,"$19,965,596",2018,Finance
Prince William,Finance,"$21,072,708",2019,Finance
Prince William,Human Resources,2914515,2015,Social Services
Prince William,Human Resources,"$3,090,316",2016,Social Services
Prince William,Human Resources,"$2,956,089",2017,Social Services
Prince William,Human Resources,"$3,258,128",2018,Social Services
Prince William,Human Resources,"$3,411,442",2019,Social Services
Prince William,Human Rights Office,594500,2015,Social Services
Prince William,Human Rights Office,"$591,585",2016,Social Services
Prince William,Human Rights Office,"$643,419",2017,Social Services
Prince William,Human Rights Office,"$667,937",2018,Social Services
Prince William,Human Rights Office,"$852,346",2019,Social Services
Prince William,Management & Budget,1534787,2015,Finance
Prince William,Management & Budget,"$1,613,701",2016,Finance
Prince William,Management & Budget,"$1,677,971",2017,Finance
Prince William,Management & Budget,"$1,806,691",2018,Finance
Prince William,Management & Budget,"$1,589,962",2019,Finance
Prince William,Area Agency on Aging,5241195,2015,Social Services
Prince William,Area Agency on Aging,"$5,390,653",2016,Social Services
Prince William,Area Agency on Aging,"$5,467,009",2017,Social Services
Prince William,Area Agency on Aging,"$5,979,980",2018,Social Services
Prince William,Area Agency on Aging,"$6,155,703",2019,Social Services
Prince William,Public Health,3932279,2015,Social Services
Prince William,Public Health,"$3,351,109",2016,Social Services
Prince William,Public Health,"$3,361,304",2017,Social Services
Prince William,Public Health,"$3,397,675",2018,Social Services
Prince William,Public Health,"$3,402,469",2019,Social Services
Prince William,Social Services,40827941,2015,Social Services
Prince William,Social Services,"$42,951,265",2016,Social Services
Prince William,Social Services,"$46,925,112",2017,Social Services
Prince William,Social Services,"$51,095,403",2018,Social Services
Prince William,Social Services,"$51,998,962",2019,Social Services
Prince William,Virginia Cooperative Extension,860214,2015,Education
Prince William,Virginia Cooperative Extension,"$853,888",2016,Education
Prince William,Virginia Cooperative Extension,"$790,974",2017,Education
Prince William,Virginia Cooperative Extension,"$820,204",2018,Education
Prince William,Virginia Cooperative Extension,"$921,082",2019,Education
Prince William,Community Services,37102785,2015,Community Development
Prince William,Community Services,"$40,284,827",2016,Community Development
Prince William,Community Services,"$40,911,066",2017,Community Development
Prince William,Community Services,"$44,171,739",2018,Community Development
Prince William,Community Services,"$46,943,288",2019,Community Development
Prince William,Adult Detention Center,0,2015,Social Services
Prince William,Adult Detention Center,$0,2016,Social Services
Prince William,Adult Detention Center,"$9,976",2017,Social Services
Prince William,Adult Detention Center,$0,2018,Social Services
Prince William,Adult Detention Center,$0,2019,Social Services
Prince William,Circuit Court Judges,656243,2015,Governing
Prince William,Circuit Court Judges,"$776,856",2016,Governing
Prince William,Circuit Court Judges,"$794,151",2017,Governing
Prince William,Circuit Court Judges,"$739,075",2018,Governing
Prince William,Circuit Court Judges,"$763,865",2019,Governing
Prince William,Clerk of the Court,3791209,2015,Governing
Prince William,Clerk of the Court,"$3,906,419",2016,Governing
Prince William,Clerk of the Court,"$4,322,887",2017,Governing
Prince William,Clerk of the Court,"$4,023,932",2018,Governing
Prince William,Clerk of the Court,"$4,089,527",2019,Governing
Prince William,Commonwealth's Attorney,5210225,2015,Governing
Prince William,Commonwealth's Attorney,"$5,421,020",2016,Governing
Prince William,Commonwealth's Attorney,"$5,636,438",2017,Governing
Prince William,Commonwealth's Attorney,"$6,178,819",2018,Governing
Prince William,Commonwealth's Attorney,"$6,270,255",2019,Governing
Prince William,Criminal Justice Services,3401340,2015,Governing
Prince William,Criminal Justice Services,"$3,564,303",2016,Governing
Prince William,Criminal Justice Services,"$3,854,312",2017,Governing
Prince William,Criminal Justice Services,"$4,212,834",2018,Governing
Prince William,Criminal Justice Services,"$4,437,573",2019,Governing
Prince William,Fire & Rescue,66244793,2015,Public Safety
Prince William,Fire & Rescue,"$71,729,616",2016,Public Safety
Prince William,Fire & Rescue,"$80,053,705",2017,Public Safety
Prince William,Fire & Rescue,"$88,451,114",2018,Public Safety
Prince William,Fire & Rescue,"$93,603,377",2019,Public Safety
Prince William,General District Court,191211,2015,Governing
Prince William,General District Court,"$191,193",2016,Governing
Prince William,General District Court,"$202,950",2017,Governing
Prince William,General District Court,"$277,272",2018,Governing
Prince William,General District Court,"$279,571",2019,Governing
Prince William,Juvenile & Domestic Relations Court,95923,2015,Governing
Prince William,Juvenile & Domestic Relations Court,"$83,054",2016,Governing
Prince William,Juvenile & Domestic Relations Court,"$95,006",2017,Governing
Prince William,Juvenile & Domestic Relations Court,"$109,128",2018,Governing
Prince William,Juvenile & Domestic Relations Court,"$109,128",2019,Governing
Prince William,Juvenile Court Services Unit,1055266,2015,Governing
Prince William,Juvenile Court Services Unit,"$827,501",2016,Governing
Prince William,Juvenile Court Services Unit,"$838,933",2017,Governing
Prince William,Juvenile Court Services Unit,"$864,101",2018,Governing
Prince William,Juvenile Court Services Unit,"$934,604",2019,Governing
Prince William,Law Library,147638,2015,Education
Prince William,Law Library,"$91,955",2016,Education
Prince William,Law Library,"$106,728",2017,Education
Prince William,Law Library,"$118,452",2018,Education
Prince William,Law Library,$0,2019,Education
Prince William,Magistrates,254866,2015,Governing
Prince William,Magistrates,"$127,902",2016,Governing
Prince William,Magistrates,"$125,654",2017,Governing
Prince William,Magistrates,"$133,448",2018,Governing
Prince William,Magistrates,"$115,667",2019,Governing
Prince William,Police,89556296,2015,Public Safety
Prince William,Police,"$94,411,511",2016,Public Safety
Prince William,Police,"$96,868,104",2017,Public Safety
Prince William,Police,"$101,338,792",2018,Public Safety
Prince William,Police,"$107,412,482",2019,Public Safety
Prince William,Public Safety Communications,9401319,2015,Public Safety
Prince William,Public Safety Communications,"$11,700,844",2016,Public Safety
Prince William,Public Safety Communications,"$10,125,469",2017,Public Safety
Prince William,Public Safety Communications,"$10,981,058",2018,Public Safety
Prince William,Public Safety Communications,"$11,210,096",2019,Public Safety
Prince William,Sheriff,9402282,2015,Public Safety
Prince William,Sheriff,"$9,619,646",2016,Public Safety
Prince William,Sheriff,"$10,034,237",2017,Public Safety
Prince William,Sheriff,"$10,575,982",2018,Public Safety
Prince William,Sheriff,"$10,918,424",2019,Public Safety
Prince William,Transfer to Adult Detention Center,26822342,2015,Social Services
Prince William,Transfer to Adult Detention Center,"$28,002,921",2016,Social Services
Prince William,Transfer to Adult Detention Center,"$26,838,103",2017,Social Services
Prince William,Transfer to Adult Detention Center,"$27,750,277",2018,Social Services
Prince William,Transfer to Adult Detention Center,"$32,112,225",2019,Social Services
Prince William,Debt Service,53588665,2015,Finance
Prince William,Debt Service,"$50,099,963",2016,Finance
Prince William,Debt Service,"$56,748,277",2017,Finance
Prince William,Debt Service,"$56,131,838",2018,Finance
Prince William,Debt Service,"$54,152,176",2019,Finance
Prince William,Transfer to General Fund,66648451,2015,Finance
Prince William,Transfer to General Fund,"$67,632,167",2016,Finance
Prince William,Transfer to General Fund,"$2,071,452",2017,Finance
Prince William,Transfer to General Fund,$0,2018,Finance
Prince William,Transfer to General Fund,$0,2019,Finance
Prince William,Transfer to Law Library,0,2015,Education
Prince William,Transfer to Law Library,$0,2016,Education
Prince William,Transfer to Law Library,"$16,744",2017,Education
Prince William,Transfer to Law Library,"$10,229",2018,Education
Prince William,Transfer to Law Library,"$10,229",2019,Education
Prince William,Transfer to Aging,0,2015,Social Services
Prince William,Transfer to Aging,$0,2016,Social Services
Prince William,Transfer to Aging,$0,2017,Social Services
Prince William,Transfer to Aging,"$30,000",2018,Social Services
Prince William,Transfer to Aging,$0,2019,Social Services
Prince William,Transfer to F&R Systemwide Initiatives,3528643,2015,Other
Prince William,Transfer to F&R Systemwide Initiatives,"$3,523,967",2016,Other
Prince William,Transfer to F&R Systemwide Initiatives,$0,2017,Other
Prince William,Transfer to F&R Systemwide Initiatives,$0,2018,Other
Prince William,Transfer to F&R Systemwide Initiatives,$0,2019,Other
Prince William,Transfer to Site Development Review & Inspection,0,2015,Community Development
Prince William,Transfer to Site Development Review & Inspection,$0,2016,Community Development
Prince William,Transfer to Site Development Review & Inspection,"$1,614,916",2017,Community Development
Prince William,Transfer to Site Development Review & Inspection,"$1,615,186",2018,Community Development
Prince William,Transfer to Site Development Review & Inspection,"$1,615,186",2019,Community Development
Prince William,Transfer to Building Development,0,2015,Community Development
Prince William,Transfer to Building Development,$0,2016,Community Development
Prince William,Transfer to Building Development,"$1,940,295",2017,Community Development
Prince William,Transfer to Building Development,"$2,010,428",2018,Community Development
Prince William,Transfer to Building Development,"$2,303,625",2019,Community Development
Prince William,Transfer to Housing Choice Voucher Program,31811,2015,Community Development
Prince William,Transfer to Housing Choice Voucher Program,"$11,414",2016,Community Development
Prince William,Transfer to Housing Choice Voucher Program,$0,2017,Community Development
Prince William,Transfer to Housing Choice Voucher Program,$0,2018,Community Development
Prince William,Transfer to Housing Choice Voucher Program,$0,2019,Community Development
Prince William,Transfer to Housing Trust Contribution,0,2015,Community Development
Prince William,Transfer to Housing Trust Contribution,$0,2016,Community Development
Prince William,Transfer to Housing Trust Contribution,"$11,414",2017,Community Development
Prince William,Transfer to Housing Trust Contribution,"$11,414",2018,Community Development
Prince William,Transfer to Housing Trust Contribution,"$84,602",2019,Community Development
Prince William,Transfer to Transportation,0,2015,Community Development
Prince William,Transfer to Transportation,$0,2016,Community Development
Prince William,Transfer to Transportation,$0,2017,Community Development
Prince William,Transfer to Transportation,$0,2018,Community Development
Prince William,Transfer to Transportation,"$1,575,000",2019,Community Development
Prince William,Transfer to All Other Projects,3243681,2015,Other
Prince William,Transfer to All Other Projects,"$9,067,501",2016,Other
Prince William,Transfer to All Other Projects,"$14,032,000",2017,Other
Prince William,Transfer to All Other Projects,$0,2018,Other
Prince William,Transfer to All Other Projects,"$2,850,000",2019,Other
Prince William,Transfer to Innovation,0,2015,Community Development
Prince William,Transfer to Innovation,$0,2016,Community Development
Prince William,Transfer to Innovation,"$35,000",2017,Community Development
Prince William,Transfer to Innovation,"$35,000",2018,Community Development
Prince William,Transfer to Innovation,"$35,000",2019,Community Development
Prince William,Transfer to Parks Enterprise Fund,35000,2015,Community Development
Prince William,Transfer to Parks Enterprise Fund,"$1,176,738",2016,Community Development
Prince William,Transfer to Parks Enterprise Fund,"$225,000",2017,Community Development
Prince William,Transfer to Parks Enterprise Fund,"$580,463",2018,Community Development
Prince William,Transfer to Parks Enterprise Fund,"$762,622",2019,Community Development
Prince William,Transfer to DoIT Capital Replacement,1710000,2015,Social Services
Prince William,Transfer to DoIT Capital Replacement,"$725,195",2016,Social Services
Prince William,Transfer to DoIT Capital Replacement,$0,2017,Social Services
Prince William,Transfer to DoIT Capital Replacement,$0,2018,Social Services
Prince William,Transfer to DoIT Capital Replacement,$0,2019,Social Services
Prince William,Class Size Reduction Grant,0,2015,Education
Prince William,Class Size Reduction Grant,"$1,000,000",2016,Education
Prince William,Class Size Reduction Grant,"$1,000,000",2017,Education
Prince William,Class Size Reduction Grant,"$1,000,000",2018,Education
Prince William,Class Size Reduction Grant,"$1,000,000",2019,Education
Prince William,Debt Service for 13th High School,0,2015,Finance
Prince William,Debt Service for 13th High School,$0,2016,Finance
Prince William,Debt Service for 13th High School,$0,2017,Finance
Prince William,Debt Service for 13th High School,"$907,375",2018,Finance
Prince William,Debt Service for 13th High School,"$888,694",2019,Finance
Prince William,Unclassified Administrative,22050319,2015,Other
Prince William,Unclassified Administrative,"$22,003,878",2016,Other
Prince William,Unclassified Administrative,"$38,428,857",2017,Other
Prince William,Unclassified Administrative,"$6,904,598",2018,Other
Prince William,Unclassified Administrative,"$10,197,620",2019,Other
Prince William,Contingency Reserve,305000,2015,Finance
Prince William,Contingency Reserve,"$50,000",2016,Finance
Prince William,Contingency Reserve,"$10,000",2017,Finance
Prince William,Contingency Reserve,"$2,075,000",2018,Finance
Prince William,Contingency Reserve,"$544,429",2019,Finance
Prince William,Countywide Insurance Programs,733774,2015,Finance
Prince William,Countywide Insurance Programs,"$748,766",2016,Finance
Prince William,Countywide Insurance Programs,"$827,002",2017,Finance
Prince William,Countywide Insurance Programs,"$7,006,606",2018,Finance
Prince William,Countywide Insurance Programs,"$7,241,490",2019,Finance
Prince William,Unemployment Insurance,124969,2015,Finance
Prince William,Unemployment Insurance,"$67,397",2016,Finance
Prince William,Unemployment Insurance,"$78,514",2017,Finance
Prince William,Unemployment Insurance,"$125,000",2018,Finance
Prince William,Unemployment Insurance,"$125,000",2019,Finance
Prince William,Community Development Authority,0,2015,Community Development
Prince William,Community Development Authority,"$1,229,479",2016,Community Development
Prince William,Community Development Authority,"$2,592,701",2017,Community Development
Prince William,Community Development Authority,"$2,854,623",2018,Community Development
Prince William,Community Development Authority,"$2,917,000",2019,Community Development
Prince William,Development Services,21747645,2015,Community Development
Prince William,Development Services,"$25,068,097",2016,Community Development
Prince William,Development Services,"$21,160,269",2017,Community Development
Prince William,Development Services,"$23,939,240",2018,Community Development
Prince William,Development Services,"$24,809,509",2019,Community Development
Prince William,Emergency Medical Service Fee,4714546,2015,Finance
Prince William,Emergency Medical Service Fee,"$4,924,974",2016,Finance
Prince William,Emergency Medical Service Fee,"$4,982,593",2017,Finance
Prince William,Emergency Medical Service Fee,"$5,382,742",2018,Finance
Prince William,Emergency Medical Service Fee,"$5,377,410",2019,Finance
Prince William,Housing & Community Development,33967616,2015,Community Development
Prince William,Housing & Community Development,"$31,518,296",2016,Community Development
Prince William,Housing & Community Development,"$31,836,380",2017,Community Development
Prince William,Housing & Community Development,"$35,850,561",2018,Community Development
Prince William,Housing & Community Development,"$43,164,642",2019,Community Development
Prince William,Fire & Rescue Levy,35273185,2015,Public Safety
Prince William,Fire & Rescue Levy,"$39,319,661",2016,Public Safety
Prince William,Fire & Rescue Levy,"$48,879,522",2017,Public Safety
Prince William,Fire & Rescue Levy,"$59,509,485",2018,Public Safety
Prince William,Fire & Rescue Levy,"$64,797,722",2019,Public Safety
Prince William,Mosquito & Forest Pest Management,1417367,2015,Community Development
Prince William,Mosquito & Forest Pest Management,"$1,431,993",2016,Community Development
Prince William,Mosquito & Forest Pest Management,"$1,448,821",2017,Community Development
Prince William,Mosquito & Forest Pest Management,"$1,900,067",2018,Community Development
Prince William,Mosquito & Forest Pest Management,"$1,855,340",2019,Community Development
Prince William,Stormwater Management,6793576,2015,Community Development
Prince William,Stormwater Management,"$7,528,817",2016,Community Development
Prince William,Stormwater Management,"$7,998,036",2017,Community Development
Prince William,Stormwater Management,"$11,478,851",2018,Community Development
Prince William,Stormwater Management,"$8,861,562",2019,Community Development
Prince William,Transportation/Service Districts,2660304,2015,Community Development
Prince William,Transportation/Service Districts,"$486,916",2016,Community Development
Prince William,Transportation/Service Districts,"$735,635",2017,Community Development
Prince William,Transportation/Service Districts,"$689,511",2018,Community Development
Prince William,Transportation/Service Districts,"$833,011",2019,Community Development
